time,RSI
2018-01-15,72.3510
2018-01-12,59.9111
2018-01-11,56.4055
2018-01-10,53.4863
2018-01-09,55.8311
2018-01-08,56.6054
2018-01-05,54.2767
2018-01-04,50.2736
2018-01-03,49.3255
2018-01-02,49.5499
2018-01-01,46.6002
2017-12-29,51.0460
2017-12-28,47.7814
2017-12-27,50.4977
2017-12-26,50.7209
2017-12-22,50.5794
2017-12-21,49.4394
2017-12-20,47.7304
2017-12-19,50.6864
2017-12-18,52.2227
2017-12-15,53.0870
2017-12-14,50.9180
2017-12-13,48.8916
2017-12-12,51.0691
2017-12-11,51.1269
2017-12-08,45.4929
2017-12-07,41.4738
2017-12-06,40.2540
2017-12-05,44.3600
2017-12-04,44.4800
2017-12-01,40.6091
2017-11-30,43.2328
2017-11-29,47.1286
2017-11-28,51.0825
2017-11-27,48.4810
2017-11-24,48.2899
2017-11-23,47.0636
2017-11-22,49.4957
2017-11-21,44.8450
2017-11-20,44.4123
2017-11-17,46.0306
2017-11-16,38.7961
2017-11-15,36.1517
2017-11-14,37.5258
2017-11-13,38.6221
2017-11-10,43.9071
2017-11-09,46.9283
2017-11-08,50.7977
2017-11-07,54.2537
2017-11-06,58.6744
2017-11-03,57.1953
2017-11-02,54.8180
2017-11-01,53.0008
2017-10-31,43.6703
2017-10-30,43.2200
2017-10-27,41.4166
2017-10-26,39.1013
2017-10-25,36.4106
2017-10-24,44.2179
2017-10-23,43.7576
2017-10-19,49.4790
2017-10-18,50.5793
2017-10-17,53.4702
2017-10-16,53.4490
2017-10-13,53.7755
2017-10-12,51.7557
2017-10-11,50.7539
2017-10-10,49.6399
2017-10-09,50.6099
2017-10-06,48.7555
2017-10-05,51.6174
2017-10-04,54.1859
2017-10-03,53.2852
2017-09-29,49.3073
2017-09-28,49.2227
2017-09-27,45.1031
2017-09-26,48.7931
2017-09-25,51.6452
2017-09-22,57.6368
2017-09-21,59.1253
2017-09-20,55.2810
2017-09-19,52.6676
2017-09-18,56.8079
2017-09-15,56.7989
2017-09-14,56.9332
2017-09-13,58.2080
2017-09-12,62.7976
2017-09-11,60.4308
2017-09-08,59.9635
2017-09-07,60.0940
2017-09-06,59.5362
2017-09-05,58.4536
2017-09-04,56.8541
2017-09-01,57.5248
2017-08-31,60.5457
2017-08-30,58.5008
2017-08-29,54.0537
2017-08-28,61.8124
2017-08-24,60.3025
2017-08-23,61.7891
2017-08-22,60.0456
2017-08-21,58.5182
2017-08-18,57.9841
2017-08-17,62.5763
2017-08-16,60.4373
2017-08-14,56.5814
2017-08-11,53.3605
2017-08-10,54.9575
2017-08-09,60.9675
2017-08-08,59.3862
2017-08-07,60.6776
2017-08-04,62.0230
2017-08-03,63.0240
2017-08-02,69.3718
2017-08-01,71.3959
2017-07-31,74.2759
2017-07-28,74.0772
2017-07-27,68.6673
2017-07-26,52.4193
2017-07-25,52.1843
2017-07-24,52.8894
2017-07-21,54.6027
2017-07-20,57.1336
2017-07-19,58.1991
2017-07-18,57.8398
2017-07-17,57.5938
2017-07-14,56.9754
2017-07-13,58.8385
2017-07-12,56.0206
2017-07-11,56.3985
2017-07-10,55.8408
2017-07-07,54.3592
2017-07-06,58.1268
2017-07-05,55.2101
2017-07-04,57.5368
2017-07-03,54.5244
2017-06-30,53.5174
2017-06-29,56.7195
2017-06-28,56.1721
2017-06-27,61.0059
2017-06-23,60.9357
2017-06-22,61.7487
2017-06-21,57.9712
2017-06-20,59.2021
2017-06-19,63.4884
2017-06-16,61.5833
2017-06-15,61.4130
2017-06-14,64.1566
2017-06-13,67.9702
2017-06-12,65.1508
2017-06-09,65.4574
2017-06-08,64.2238
2017-06-07,59.5978
2017-06-06,61.3554
2017-06-05,61.3363
2017-06-02,62.1442
2017-06-01,58.7214
2017-05-31,57.0512
2017-05-30,59.1703
2017-05-29,62.4071
2017-05-26,55.4959
2017-05-25,54.0142
2017-05-24,51.8173
2017-05-23,49.4112
2017-05-22,50.8991
2017-05-19,51.2089
2017-05-18,54.2428
2017-05-17,56.6382
2017-05-16,59.2243
2017-05-15,58.1879
2017-05-12,56.9134
2017-05-11,59.1597
2017-05-10,61.1399
2017-05-09,54.7188
2017-05-08,55.8704
2017-05-05,58.8959
2017-05-04,62.3330
2017-05-03,63.6439
2017-05-02,66.0036
2017-04-28,60.6587
2017-04-27,67.2935
2017-04-26,71.6291
2017-04-25,67.5048
2017-04-24,65.2143
2017-04-21,61.7181
2017-04-20,64.2439
2017-04-19,59.9455
2017-04-18,58.1614
2017-04-17,57.8346
2017-04-13,57.3037
2017-04-12,55.7676
2017-04-11,57.9118
2017-04-10,56.4517
2017-04-07,60.3046
2017-04-06,60.4062
2017-04-05,61.6337
2017-04-03,72.2568
2017-03-31,68.6046
2017-03-30,74.2760
2017-03-29,74.0502
2017-03-28,72.3578
2017-03-27,68.6101
2017-03-24,66.7259
2017-03-23,65.8005
2017-03-22,63.6410
2017-03-21,68.3597
2017-03-20,68.4830
2017-03-17,67.4080
2017-03-16,67.2634
2017-03-15,64.2565
2017-03-14,63.3873
2017-03-10,53.9532
2017-03-09,53.6728
2017-03-08,52.8100
2017-03-07,52.3404
2017-03-06,52.3742
2017-03-03,53.7126
2017-03-02,60.0322
2017-03-01,60.7510
2017-02-28,54.9282
2017-02-27,56.4159
2017-02-23,59.0593
2017-02-22,61.6165
2017-02-21,66.4914
2017-02-20,63.6824
2017-02-17,65.9986
